,date,car_model,brand,units_sold,price,total_sales,year
378,2025-05-02,Seltos,Kia,14.0,1250000.0,17500000.0,2025
379,2025-05-04,Brezza,Maruti,6.0,850000.0,5100000.0,2025
380,2025-05-05,Baleno,Maruti,6.0,700000.0,4200000.0,2025
381,2025-05-06,Verna,Hyundai,23.0,1100000.0,25300000.0,2025
382,2025-05-07,Punch,Tata,11.0,600000.0,6600000.0,2025
383,2025-05-07,City,Honda,15.0,1100000.0,16500000.0,2025
384,2025-05-13,Amaze,Honda,8.0,800000.0,6400000.0,2025
385,2025-05-15,Nexon,Tata,23.0,800000.0,18400000.0,2025
386,2025-05-17,Amaze,Honda,11.0,800000.0,8800000.0,2025
387,2025-05-24,Safari,Tata,21.0,1800000.0,37800000.0,2025
388,2025-05-24,Sonet,Kia,21.0,900000.0,18900000.0,2025
389,2025-05-31,Thar,Mahindra,6.0,1500000.0,9000000.0,2025
390,2025-06-02,Brezza,Maruti,22.0,850000.0,18700000.0,2025
391,2025-06-05,Harrier,Tata,14.0,1700000.0,23800000.0,2025
392,2025-06-07,Verna,Hyundai,5.0,1100000.0,5500000.0,2025
393,2025-06-08,Punch,Tata,21.0,600000.0,12600000.0,2025
394,2025-06-11,Kushaq,Skoda,13.0,1300000.0,16900000.0,2025
395,2025-06-11,XUV700,Mahindra,11.0,2000000.0,22000000.0,2025
396,2025-06-13,Sonet,Kia,16.0,900000.0,14400000.0,2025
397,2025-06-15,Safari,Tata,16.0,1800000.0,28800000.0,2025
398,2025-06-16,Creta,Hyundai,8.0,1200000.0,9600000.0,2025
399,2025-06-16,Baleno,Maruti,8.0,700000.0,5600000.0,2025
400,2025-06-17,Swift,Maruti,21.0,650000.0,13650000.0,2025
401,2025-06-23,Safari,Tata,23.0,1800000.0,41400000.0,2025
402,2025-06-24,XUV700,Mahindra,13.0,2000000.0,26000000.0,2025
403,2025-07-02,City,Honda,21.0,1100000.0,23100000.0,2025
404,2025-07-03,Verna,Hyundai,21.0,1100000.0,23100000.0,2025
405,2025-07-03,Slavia,Skoda,7.0,1350000.0,9450000.0,2025
406,2025-07-04,Safari,Tata,13.0,1800000.0,23400000.0,2025
407,2025-07-04,Safari,Tata,5.0,1800000.0,9000000.0,2025
408,2025-07-05,Slavia,Skoda,5.0,1350000.0,6750000.0,2025
409,2025-07-06,Thar,Mahindra,6.0,1500000.0,9000000.0,2025
410,2025-07-07,Venue,Hyundai,20.0,950000.0,19000000.0,2025
411,2025-07-08,Seltos,Kia,7.0,1250000.0,8750000.0,2025
412,2025-07-13,Kushaq,Skoda,16.0,1300000.0,20800000.0,2025
413,2025-07-17,Verna,Hyundai,20.0,1100000.0,22000000.0,2025
414,2025-07-21,Punch,Tata,22.0,600000.0,13200000.0,2025
415,2025-07-26,Verna,Hyundai,9.0,1100000.0,9900000.0,2025
416,2025-07-28,Brezza,Maruti,14.0,850000.0,11900000.0,2025
417,2025-07-30,XUV700,Mahindra,9.0,2000000.0,18000000.0,2025
418,2025-07-30,Nexon,Tata,17.0,800000.0,13600000.0,2025
419,2025-08-05,Thar,Mahindra,12.0,1500000.0,18000000.0,2025
420,2025-08-05,Seltos,Kia,25.0,1250000.0,31250000.0,2025
421,2025-08-06,City,Honda,7.0,1100000.0,7700000.0,2025
422,2025-08-06,Baleno,Maruti,18.0,700000.0,12600000.0,2025
423,2025-08-08,Safari,Tata,21.0,1800000.0,37800000.0,2025
424,2025-08-09,Baleno,Maruti,19.0,700000.0,13300000.0,2025
425,2025-08-12,Safari,Tata,8.0,1800000.0,14400000.0,2025
426,2025-08-16,Creta,Hyundai,7.0,1200000.0,8400000.0,2025
427,2025-08-19,City,Honda,6.0,1100000.0,6600000.0,2025
428,2025-08-22,Swift,Maruti,11.0,650000.0,7150000.0,2025
429,2025-08-23,City,Honda,12.0,1100000.0,13200000.0,2025
430,2025-08-23,Venue,Hyundai,8.0,950000.0,7600000.0,2025
431,2025-08-30,Baleno,Maruti,8.0,700000.0,5600000.0,2025
432,2025-09-03,Slavia,Skoda,7.0,1350000.0,9450000.0,2025
433,2025-09-04,Sonet,Kia,22.0,900000.0,19800000.0,2025
434,2025-09-05,Safari,Tata,10.0,1800000.0,18000000.0,2025
435,2025-09-05,Amaze,Honda,7.0,800000.0,5600000.0,2025
436,2025-09-06,Slavia,Skoda,9.0,1350000.0,12150000.0,2025
437,2025-09-06,City,Honda,9.0,1100000.0,9900000.0,2025
438,2025-09-10,Verna,Hyundai,12.0,1100000.0,13200000.0,2025
439,2025-09-11,Seltos,Kia,6.0,1250000.0,7500000.0,2025
440,2025-09-13,Venue,Hyundai,12.0,950000.0,11400000.0,2025
441,2025-09-15,Harrier,Tata,14.0,1700000.0,23800000.0,2025
442,2025-09-15,Thar,Mahindra,22.0,1500000.0,33000000.0,2025
443,2025-09-16,Slavia,Skoda,17.0,1350000.0,22950000.0,2025
444,2025-09-17,Baleno,Maruti,15.0,700000.0,10500000.0,2025
445,2025-09-18,Kushaq,Skoda,18.0,1300000.0,23400000.0,2025
446,2025-09-19,Nexon,Tata,18.0,800000.0,14400000.0,2025
447,2025-09-25,Thar,Mahindra,6.0,1500000.0,9000000.0,2025
448,2025-09-25,Verna,Hyundai,7.0,1100000.0,7700000.0,2025
449,2025-09-26,Nexon,Tata,15.0,800000.0,12000000.0,2025
450,2025-09-28,Punch,Tata,8.0,600000.0,4800000.0,2025
451,2025-09-30,Brezza,Maruti,5.0,850000.0,4250000.0,2025
452,2025-10-02,Safari,Tata,29.0,1800000.0,52200000.0,2025
453,2025-10-02,Kushaq,Skoda,41.0,1300000.0,53300000.0,2025
454,2025-10-03,Venue,Hyundai,48.0,950000.0,45600000.0,2025
455,2025-10-04,Verna,Hyundai,47.0,1100000.0,51700000.0,2025
456,2025-10-09,Punch,Tata,41.0,600000.0,24600000.0,2025
457,2025-10-11,Nexon,Tata,25.0,800000.0,20000000.0,2025
458,2025-10-21,Creta,Hyundai,27.0,1200000.0,32400000.0,2025
459,2025-10-22,Punch,Tata,35.0,600000.0,21000000.0,2025
460,2025-10-24,City,Honda,29.0,1100000.0,31900000.0,2025
461,2025-10-25,Safari,Tata,45.0,1800000.0,81000000.0,2025
462,2025-10-27,Amaze,Honda,22.0,800000.0,17600000.0,2025
463,2025-11-01,Thar,Mahindra,55.0,1500000.0,82500000.0,2025
464,2025-11-01,Creta,Hyundai,35.0,1200000.0,42000000.0,2025
465,2025-11-04,Creta,Hyundai,22.0,1200000.0,26400000.0,2025
466,2025-11-05,Sonet,Kia,41.0,900000.0,36900000.0,2025
467,2025-11-06,Venue,Hyundai,19.0,950000.0,18050000.0,2025
468,2025-11-07,Slavia,Skoda,33.0,1350000.0,44550000.0,2025
469,2025-11-08,Safari,Tata,39.0,1800000.0,70200000.0,2025
470,2025-11-08,Sonet,Kia,36.0,900000.0,32400000.0,2025
471,2025-11-12,Baleno,Maruti,33.0,700000.0,23100000.0,2025
472,2025-11-12,Creta,Hyundai,20.0,1200000.0,24000000.0,2025
473,2025-11-13,Creta,Hyundai,21.0,1200000.0,25200000.0,2025
474,2025-11-15,Amaze,Honda,21.0,800000.0,16800000.0,2025
475,2025-11-15,Slavia,Skoda,32.0,1350000.0,43200000.0,2025
476,2025-11-18,Slavia,Skoda,39.0,1350000.0,52650000.0,2025
477,2025-11-19,Slavia,Skoda,30.0,1350000.0,40500000.0,2025
478,2025-11-20,Sonet,Kia,55.0,900000.0,49500000.0,2025
479,2025-11-22,Swift,Maruti,50.0,650000.0,32500000.0,2025
480,2025-11-24,XUV700,Mahindra,23.0,2000000.0,46000000.0,2025
481,2025-11-24,Creta,Hyundai,52.0,1200000.0,62400000.0,2025
482,2025-11-28,Sonet,Kia,27.0,900000.0,24300000.0,2025
483,2025-11-29,Kushaq,Skoda,42.0,1300000.0,54600000.0,2025
484,2025-11-29,Safari,Tata,51.0,1800000.0,91800000.0,2025
485,2025-12-02,Thar,Mahindra,43.0,1500000.0,64500000.0,2025
486,2025-12-02,City,Honda,42.0,1100000.0,46200000.0,2025
487,2025-12-04,Sonet,Kia,30.0,900000.0,27000000.0,2025
488,2025-12-04,Brezza,Maruti,30.0,850000.0,25500000.0,2025
489,2025-12-05,Amaze,Honda,50.0,800000.0,40000000.0,2025
490,2025-12-09,City,Honda,31.0,1100000.0,34100000.0,2025
491,2025-12-10,Creta,Hyundai,30.0,1200000.0,36000000.0,2025
492,2025-12-14,City,Honda,35.0,1100000.0,38500000.0,2025
493,2025-12-15,Punch,Tata,25.0,600000.0,15000000.0,2025
494,2025-12-15,Baleno,Maruti,35.0,700000.0,24500000.0,2025
495,2025-12-20,City,Honda,33.0,1100000.0,36300000.0,2025
496,2025-12-20,Sonet,Kia,21.0,900000.0,18900000.0,2025
497,2025-12-25,Sonet,Kia,46.0,900000.0,41400000.0,2025
498,2025-12-25,Baleno,Maruti,24.0,700000.0,16800000.0,2025
499,2025-12-26,City,Honda,34.0,1100000.0,37400000.0,2025
